TTO;N;P;B;PL;SDT;FC;R;CCI;CCI.R;CCI.I;FC.R;FC.I
2.5N/0.6P;2.5N;0.6P;3;263;7;0,577;3;12,9;12,9;FALSO;0,577;FALSO
2.5N/0.6P;2.5N;0.6P;3;263;7;0,719;4;15,4;15,4;FALSO;0,719;FALSO
0.0N/1.2P;0.0N;1.2P;3;269;7;0,829;1;15;15;FALSO;0,829;FALSO
0.0N/1.2P;0.0N;1.2P;3;269;7;0,74;2;14,4;14,4;FALSO;0,74;FALSO
0.0N/1.2P;0.0N;1.2P;3;269;7;0,797;3;17,8;17,8;FALSO;0,797;FALSO
0.0N/1.2P;0.0N;1.2P;3;269;7;0,786;4;12,7;12,7;FALSO;0,786;FALSO
1.1N/1.2P;1.1N;1.2P;3;273;7;0,799;1;20,5;20,5;FALSO;0,799;FALSO
1.1N/1.2P;1.1N;1.2P;3;273;7;0,761;2;22,9;22,9;FALSO;0,761;FALSO
1.1N/1.2P;1.1N;1.2P;3;273;7;0,736;3;22,3;22,3;FALSO;0,736;FALSO
1.1N/1.2P;1.1N;1.2P;3;273;7;0,69;4;14;14;FALSO;0,69;FALSO
1.1N/1.2P;1.1N;1.2P;3;278;7;0,658;1;11,6;11,6;FALSO;0,658;FALSO
1.1N/1.2P;1.1N;1.2P;3;278;7;0,822;2;15,1;15,1;FALSO;0,822;FALSO
1.1N/1.2P;1.1N;1.2P;3;278;7;0,519;3;10,9;10,9;FALSO;0,7495;VERDADERO
1.1N/1.2P;1.1N;1.2P;3;278;7;0,402;4;10,4;10,4;FALSO;0,7495;VERDADERO
1.8N/1.2P;1.8N;1.2P;3;283;7;0,784;1;10,7;10,7;FALSO;0,784;FALSO
1.8N/1.2P;1.8N;1.2P;3;283;7;1,121;2;18,4;18,4;FALSO;0,7225;VERDADERO
1.8N/1.2P;1.8N;1.2P;3;283;7;0,822;3;9,2;9,2;FALSO;0,822;FALSO
1.8N/1.2P;1.8N;1.2P;3;283;7;0,822;4;11,6;11,6;FALSO;0,822;FALSO
1.8N/1.2P;1.8N;1.2P;3;285;7;0,679;1;9;9;FALSO;0,679;FALSO
1.8N/1.2P;1.8N;1.2P;3;285;7;0,756;2;15;15;FALSO;0,756;FALSO
1.8N/1.2P;1.8N;1.2P;3;285;7;0,847;3;16,2;16,2;FALSO;0,847;FALSO
1.8N/1.2P;1.8N;1.2P;3;285;7;0,796;4;21,5;21,5;FALSO;0,796;FALSO
2.5N/1.2P;2.5N;1.2P;3;289;7;0,783;1;40,6;40,6;FALSO;0,783;FALSO
2.5N/1.2P;2.5N;1.2P;3;289;7;0,746;2;22,7;22,7;FALSO;0,746;FALSO
2.5N/1.2P;2.5N;1.2P;3;289;7;0,759;3;35,1;35,1;FALSO;0,759;FALSO
2.5N/1.2P;2.5N;1.2P;3;289;7;0,74;4;25,9;25,9;FALSO;0,74;FALSO
2.5N/1.2P;2.5N;1.2P;3;295;7;0,747;1;11,3;11,3;FALSO;0,747;FALSO
2.5N/1.2P;2.5N;1.2P;3;295;7;0,75;2;10,3;10,3;FALSO;0,75;FALSO
2.5N/1.2P;2.5N;1.2P;3;295;7;0,752;3;21,5;21,5;FALSO;0,752;FALSO
2.5N/1.2P;2.5N;1.2P;3;295;7;0,738;4;10,3;10,3;FALSO;0,738;FALSO
0.0N/1.2P;0.0N;1.2P;3;297;7;0,797;1;10,5;10,5;FALSO;0,797;FALSO
0.0N/1.2P;0.0N;1.2P;3;297;7;0,824;2;8,3;8,3;FALSO;0,824;FALSO
0.0N/1.2P;0.0N;1.2P;3;297;7;1,005;3;9;9;FALSO;0,7855;VERDADERO
0.0N/1.2P;0.0N;1.2P;3;297;7;0,945;4;11,4;11,4;FALSO;0,7855;VERDADERO
0.0N/0.0P;0.0N;0.0P;1;3;16;0,658;1;19,6;19,6;FALSO;0,658;FALSO
0.0N/0.0P;0.0N;0.0P;1;3;16;0,5;2;15;15;FALSO;0,777;VERDADERO
0.0N/0.0P;0.0N;0.0P;1;3;16;0,733;3;25;25;FALSO;0,733;FALSO
0.0N/0.0P;0.0N;0.0P;1;3;16;0,78;4;6;6;FALSO;0,78;FALSO
0.0N/0.0P;0.0N;0.0P;1;7;16;0,782;1;31,1;31,1;FALSO;0,782;FALSO
0.0N/0.0P;0.0N;0.0P;1;7;16;0,82;2;29,2;29,2;FALSO;0,82;FALSO
0.0N/0.0P;0.0N;0.0P;1;7;16;0,797;3;29,7;29,7;FALSO;0,797;FALSO
0.0N/0.0P;0.0N;0.0P;1;7;16;0,761;4;28,8;28,8;FALSO;0,761;FALSO
1.1N/0.0P;1.1N;0.0P;1;12;16;0,86;1;18,8;18,8;FALSO;0,86;FALSO
1.1N/0.0P;1.1N;0.0P;1;12;16;0,582;2;30,1;30,1;FALSO;0,749;VERDADERO
1.1N/0.0P;1.1N;0.0P;1;12;16;0,932;3;14,7;14,7;FALSO;0,749;VERDADERO
1.1N/0.0P;1.1N;0.0P;1;12;16;0,747;4;11,3;11,3;FALSO;0,747;FALSO
1.1N/0.0P;1.1N;0.0P;1;14;16;0,785;1;29,2;29,2;FALSO;0,785;FALSO
1.1N/0.0P;1.1N;0.0P;1;14;16;0,92;2;36,7;36,7;FALSO;0,749;VERDADERO
1.1N/0.0P;1.1N;0.0P;1;14;16;0,771;3;36,3;36,3;FALSO;0,771;FALSO
1.1N/0.0P;1.1N;0.0P;1;14;16;0,644;4;29,5;29,5;FALSO;0,644;FALSO
1.8N/0.0P;1.8N;0.0P;1;18;16;0,836;1;33,6;33,6;FALSO;0,836;FALSO
1.8N/0.0P;1.8N;0.0P;1;18;16;0,371;2;20,2;20,2;FALSO;0,371;FALSO
1.8N/0.0P;1.8N;0.0P;1;18;16;0,71;3;17,6;17,6;FALSO;0,71;FALSO
1.8N/0.0P;1.8N;0.0P;1;18;16;0,557;4;31,1;31,1;FALSO;0,557;FALSO
1.8N/0.0P;1.8N;0.0P;1;21;16;0,537;1;34,1;34,1;FALSO;0,537;FALSO
1.8N/0.0P;1.8N;0.0P;1;21;16;0,569;2;27,8;27,8;FALSO;0,569;FALSO
1.8N/0.0P;1.8N;0.0P;1;21;16;0,83;3;34,5;34,5;FALSO;0,83;FALSO
1.8N/0.0P;1.8N;0.0P;1;21;16;0,771;4;27;27;FALSO;0,771;FALSO
2.5N/0.0P;2.5N;0.0P;1;26;16;0,202;1;21,1;21,1;FALSO;0,202;FALSO
2.5N/0.0P;2.5N;0.0P;1;26;16;0,795;2;15,3;15,3;FALSO;0,795;FALSO
2.5N/0.0P;2.5N;0.0P;1;26;16;0,522;3;19,8;19,8;FALSO;0,522;FALSO
2.5N/0.0P;2.5N;0.0P;1;26;16;0,675;4;11,3;11,3;FALSO;0,675;FALSO
2.5N/0.0P;2.5N;0.0P;1;28;16;0,775;1;24,9;24,9;FALSO;0,775;FALSO
2.5N/0.0P;2.5N;0.0P;1;28;16;0,43;2;33;33;FALSO;0,43;FALSO
2.5N/0.0P;2.5N;0.0P;1;28;16;0,478;3;24,1;24,1;FALSO;0,478;FALSO
2.5N/0.0P;2.5N;0.0P;1;28;16;0,739;4;30,9;30,9;FALSO;0,739;FALSO
0.0N/0.6P;0.0N;0.6P;1;35;16;0,812;1;24,6;24,6;FALSO;0,812;FALSO
0.0N/0.6P;0.0N;0.6P;1;35;16;0,825;2;24;24;FALSO;0,825;FALSO
0.0N/0.6P;0.0N;0.6P;1;35;16;0,837;3;26,8;26,8;FALSO;0,837;FALSO
0.0N/0.6P;0.0N;0.6P;1;35;16;0,74;4;23,8;23,8;FALSO;0,74;FALSO
0.0N/0.6P;0.0N;0.6P;1;38;16;0,931;1;17,8;17,8;FALSO;0,7605;VERDADERO
0.0N/0.6P;0.0N;0.6P;1;38;16;0,733;2;23,6;23,6;FALSO;0,733;FALSO
0.0N/0.6P;0.0N;0.6P;1;38;16;0,711;3;15,4;15,4;FALSO;0,711;FALSO
0.0N/0.6P;0.0N;0.6P;1;38;16;0,733;4;22,8;22,8;FALSO;0,733;FALSO
1.1N/0.6P;1.1N;0.6P;1;43;16;0,716;1;40,4;40,4;FALSO;0,716;FALSO
1.1N/0.6P;1.1N;0.6P;1;43;16;0,809;2;23,2;23,2;FALSO;0,809;FALSO
1.1N/0.6P;1.1N;0.6P;1;43;16;0,717;3;18,2;18,2;FALSO;0,717;FALSO
1.1N/0.6P;1.1N;0.6P;1;43;16;0,771;4;18,1;18,1;FALSO;0,771;FALSO
1.1N/0.6P;1.1N;0.6P;1;45;16;0,284;1;40,3;40,3;FALSO;0,7385;VERDADERO
1.1N/0.6P;1.1N;0.6P;1;45;16;0,855;2;52,8;52,8;FALSO;0,855;FALSO
1.1N/0.6P;1.1N;0.6P;1;45;16;0,814;3;51,9;51,9;FALSO;0,814;FALSO
1.1N/0.6P;1.1N;0.6P;1;45;16;0,522;4;23,8;23,8;FALSO;0,522;FALSO
1.8N/0.6P;1.8N;0.6P;1;49;16;0,699;1;25,9;25,9;FALSO;0,699;FALSO
1.8N/0.6P;1.8N;0.6P;1;49;16;0,802;2;41,7;18,15;VERDADERO;0,802;FALSO
1.8N/0.6P;1.8N;0.6P;1;49;16;0,641;3;40,8;18,15;VERDADERO;0,641;FALSO
1.8N/0.6P;1.8N;0.6P;1;49;16;0,725;4;38,6;18,15;VERDADERO;0,725;FALSO
1.8N/0.6P;1.8N;0.6P;1;54;16;0,725;1;15,8;15,8;FALSO;0,725;FALSO
1.8N/0.6P;1.8N;0.6P;1;54;16;0,704;2;16;16;FALSO;0,704;FALSO
1.8N/0.6P;1.8N;0.6P;1;54;16;0,457;3;13,9;13,9;FALSO;0,457;FALSO
1.8N/0.6P;1.8N;0.6P;1;54;16;0,704;4;19,1;19,1;FALSO;0,704;FALSO
2.5N/0.6P;2.5N;0.6P;1;58;16;0,748;1;34,3;34,3;FALSO;0,748;FALSO
2.5N/0.6P;2.5N;0.6P;1;58;16;0,873;2;39,7;39,7;FALSO;0,873;FALSO
2.5N/0.6P;2.5N;0.6P;1;58;16;0,729;3;22,7;22,7;FALSO;0,729;FALSO
2.5N/0.6P;2.5N;0.6P;1;58;16;0,78;4;40,1;40,1;FALSO;0,78;FALSO
2.5N/0.6P;2.5N;0.6P;1;60;16;0,632;1;21,2;21,2;FALSO;0,632;FALSO
2.5N/0.6P;2.5N;0.6P;1;60;16;0,591;2;28,2;28,2;FALSO;0,591;FALSO
2.5N/0.6P;2.5N;0.6P;1;60;16;0,752;3;19,9;19,9;FALSO;0,752;FALSO
2.5N/0.6P;2.5N;0.6P;1;60;16;0,418;4;22,4;22,4;FALSO;0,7265;VERDADERO
0.0N/1.2P;0.0N;1.2P;1;66;16;0,9;1;30,6;13,85;VERDADERO;0,9;FALSO
0.0N/1.2P;0.0N;1.2P;1;66;16;0,815;2;21,4;21,4;FALSO;0,815;FALSO
0.0N/1.2P;0.0N;1.2P;1;66;16;0,753;3;17,9;17,9;FALSO;0,753;FALSO
0.0N/1.2P;0.0N;1.2P;1;66;16;0,796;4;21,5;21,5;FALSO;0,796;FALSO
0.0N/1.2P;0.0N;1.2P;1;70;16;0,862;1;9,9;9,9;FALSO;0,862;FALSO
0.0N/1.2P;0.0N;1.2P;1;70;16;0,767;2;19;19;FALSO;0,767;FALSO
0.0N/1.2P;0.0N;1.2P;1;70;16;0,831;3;17,4;17,4;FALSO;0,831;FALSO
0.0N/1.2P;0.0N;1.2P;1;70;16;0,826;4;15,8;15,8;FALSO;0,826;FALSO
1.1N/1.2P;1.1N;1.2P;1;75;16;0,81;1;27,9;27,9;FALSO;0,81;FALSO
1.1N/1.2P;1.1N;1.2P;1;75;16;0,828;2;27,5;27,5;FALSO;0,828;FALSO
1.1N/1.2P;1.1N;1.2P;1;75;16;0,812;3;27,6;27,6;FALSO;0,812;FALSO
1.1N/1.2P;1.1N;1.2P;1;75;16;0,794;4;26,7;26,7;FALSO;0,794;FALSO
1.1N/1.2P;1.1N;1.2P;1;78;16;0,783;1;30,6;30,6;FALSO;0,783;FALSO
1.1N/1.2P;1.1N;1.2P;1;78;16;0,767;2;38,1;38,1;FALSO;0,767;FALSO
1.1N/1.2P;1.1N;1.2P;1;78;16;0,811;3;36,2;36,2;FALSO;0,811;FALSO
1.1N/1.2P;1.1N;1.2P;1;78;16;0,595;4;39,3;39,3;FALSO;0,595;FALSO
1.8N/1.2P;1.8N;1.2P;1;84;16;0,889;1;33,8;33,8;FALSO;0,889;FALSO
1.8N/1.2P;1.8N;1.2P;1;84;16;0,496;2;46,9;21,1;VERDADERO;0,496;FALSO
1.8N/1.2P;1.8N;1.2P;1;84;16;0,716;3;40,4;40,4;FALSO;0,716;FALSO
1.8N/1.2P;1.8N;1.2P;1;84;16;0,841;4;40,8;40,8;FALSO;0,841;FALSO
1.8N/1.2P;1.8N;1.2P;1;86;16;0,758;1;59,6;21,1;VERDADERO;0,758;FALSO
1.8N/1.2P;1.8N;1.2P;1;86;16;0,261;2;39,6;39,6;FALSO;0,7225;VERDADERO
1.8N/1.2P;1.8N;1.2P;1;86;16;0,67;3;51,6;21,1;VERDADERO;0,67;FALSO
1.8N/1.2P;1.8N;1.2P;1;86;16;0,803;4;46,7;21,1;VERDADERO;0,803;FALSO
2.5N/1.2P;2.5N;1.2P;1;92;16;0,42;1;29,3;29,3;FALSO;0,735;VERDADERO
2.5N/1.2P;2.5N;1.2P;1;92;16;0,337;2;25,1;25,1;FALSO;0,735;VERDADERO
2.5N/1.2P;2.5N;1.2P;1;92;16;0,763;3;21,3;21,3;FALSO;0,763;FALSO
2.5N/1.2P;2.5N;1.2P;1;92;16;0,757;4;15,3;15,3;FALSO;0,757;FALSO
2.5N/1.2P;2.5N;1.2P;1;95;16;0,828;1;35,3;35,3;FALSO;0,828;FALSO
2.5N/1.2P;2.5N;1.2P;1;95;16;0,81;2;37;37;FALSO;0,81;FALSO
2.5N/1.2P;2.5N;1.2P;1;95;16;0,826;3;44,6;44,6;FALSO;0,826;FALSO
2.5N/1.2P;2.5N;1.2P;1;95;16;0,664;4;26,2;26,2;FALSO;0,664;FALSO
0.0N/0.0P;0.0N;0.0P;2;103;16;0,669;1;22,5;22,5;FALSO;0,669;FALSO
0.0N/0.0P;0.0N;0.0P;2;103;16;0,73;2;18,3;18,3;FALSO;0,73;FALSO
0.0N/0.0P;0.0N;0.0P;2;103;16;0,809;3;16,2;16,2;FALSO;0,809;FALSO
0.0N/0.0P;0.0N;0.0P;2;103;16;0,763;4;19;19;FALSO;0,763;FALSO
0.0N/0.0P;0.0N;0.0P;2;105;16;0,674;1;13,4;13,4;FALSO;0,674;FALSO
0.0N/0.0P;0.0N;0.0P;2;105;16;0,922;2;8,1;8,1;FALSO;0,922;FALSO
0.0N/0.0P;0.0N;0.0P;2;105;16;0,739;3;12,7;12,7;FALSO;0,739;FALSO
0.0N/0.0P;0.0N;0.0P;2;105;16;0,693;4;11,3;11,3;FALSO;0,693;FALSO
1.1N/0.0P;1.1N;0.0P;2;110;16;0,801;1;13,5;13,5;FALSO;0,801;FALSO
1.1N/0.0P;1.1N;0.0P;2;110;16;0,788;2;21,8;21,8;FALSO;0,788;FALSO
1.1N/0.0P;1.1N;0.0P;2;110;16;0,898;3;17,5;17,5;FALSO;0,749;VERDADERO
1.1N/0.0P;1.1N;0.0P;2;110;16;0,804;4;11,3;11,3;FALSO;0,804;FALSO
1.1N/0.0P;1.1N;0.0P;2;112;16;0,748;1;20,9;20,9;FALSO;0,748;FALSO
1.1N/0.0P;1.1N;0.0P;2;112;16;0,713;2;10,1;10,1;FALSO;0,713;FALSO
1.1N/0.0P;1.1N;0.0P;2;112;16;0,775;3;12;12;FALSO;0,775;FALSO
1.1N/0.0P;1.1N;0.0P;2;112;16;0,75;4;11,5;11,5;FALSO;0,75;FALSO
1.8N/0.0P;1.8N;0.0P;2;118;16;0,733;1;16,7;16,7;FALSO;0,733;FALSO
1.8N/0.0P;1.8N;0.0P;2;118;16;0,796;2;6,6;6,6;FALSO;0,796;FALSO
1.8N/0.0P;1.8N;0.0P;2;118;16;0,81;3;12;12;FALSO;0,81;FALSO
1.8N/0.0P;1.8N;0.0P;2;118;16;0,626;4;28;28;FALSO;0,626;FALSO
1.8N/0.0P;1.8N;0.0P;2;120;16;0,794;1;19,2;19,2;FALSO;0,794;FALSO
1.8N/0.0P;1.8N;0.0P;2;120;16;0,368;2;24,9;24,9;FALSO;0,368;FALSO
1.8N/0.0P;1.8N;0.0P;2;120;16;0,516;3;25,3;25,3;FALSO;0,516;FALSO
1.8N/0.0P;1.8N;0.0P;2;120;16;0,514;4;25,6;25,6;FALSO;0,514;FALSO
2.5N/0.0P;2.5N;0.0P;2;127;16;0,81;1;18,2;18,2;FALSO;0,81;FALSO
2.5N/0.0P;2.5N;0.0P;2;127;16;0,736;2;27,2;27,2;FALSO;0,736;FALSO
2.5N/0.0P;2.5N;0.0P;2;127;16;0,679;3;17,4;17,4;FALSO;0,679;FALSO
2.5N/0.0P;2.5N;0.0P;2;127;16;0,784;4;11,6;11,6;FALSO;0,784;FALSO
2.5N/0.0P;2.5N;0.0P;2;130;16;0,61;1;21,1;21,1;FALSO;0,61;FALSO
2.5N/0.0P;2.5N;0.0P;2;130;16;0,485;2;22,2;22,2;FALSO;0,485;FALSO
2.5N/0.0P;2.5N;0.0P;2;130;16;0,754;3;25,9;25,9;FALSO;0,754;FALSO
2.5N/0.0P;2.5N;0.0P;2;130;16;0,433;4;28,2;28,2;FALSO;0,433;FALSO
0.0N/0.6P;0.0N;0.6P;2;133;16;0,802;1;18,2;18,2;FALSO;0,802;FALSO
0.0N/0.6P;0.0N;0.6P;2;133;16;0,901;2;19,5;19,5;FALSO;0,7605;VERDADERO
0.0N/0.6P;0.0N;0.6P;2;133;16;0,768;3;15,7;15,7;FALSO;0,768;FALSO
0.0N/0.6P;0.0N;0.6P;2;133;16;0,779;4;12,6;12,6;FALSO;0,779;FALSO
0.0N/0.6P;0.0N;0.6P;2;137;16;0,767;1;17;17;FALSO;0,767;FALSO
0.0N/0.6P;0.0N;0.6P;2;137;16;0,797;2;13,6;13,6;FALSO;0,797;FALSO
0.0N/0.6P;0.0N;0.6P;2;137;16;0,866;3;12,4;12,4;FALSO;0,866;FALSO
0.0N/0.6P;0.0N;0.6P;2;137;16;0,733;4;15,1;15,1;FALSO;0,733;FALSO
1.1N/0.6P;1.1N;0.6P;2;142;16;0,688;1;14;14;FALSO;0,688;FALSO
1.1N/0.6P;1.1N;0.6P;2;142;16;0,794;2;26,1;26,1;FALSO;0,794;FALSO
1.1N/0.6P;1.1N;0.6P;2;142;16;0,724;3;23,1;23,1;FALSO;0,724;FALSO
1.1N/0.6P;1.1N;0.6P;2;142;16;0,758;4;27;27;FALSO;0,758;FALSO
1.1N/0.6P;1.1N;0.6P;2;144;16;0,061;1;22,4;22,4;FALSO;0,7385;VERDADERO
1.1N/0.6P;1.1N;0.6P;2;144;16;0,575;2;24;24;FALSO;0,575;FALSO
1.1N/0.6P;1.1N;0.6P;2;144;16;0,739;3;22;22;FALSO;0,739;FALSO
1.1N/0.6P;1.1N;0.6P;2;144;16;0,702;4;11,3;11,3;FALSO;0,702;FALSO
1.8N/0.6P;1.8N;0.6P;2;152;16;0,827;1;11;11;FALSO;0,827;FALSO
1.8N/0.6P;1.8N;0.6P;2;152;16;0,542;2;14,1;14,1;FALSO;0,542;FALSO
1.8N/0.6P;1.8N;0.6P;2;152;16;0,619;3;7,4;7,4;FALSO;0,619;FALSO
1.8N/0.6P;1.8N;0.6P;2;152;16;0,833;4;18,4;18,4;FALSO;0,833;FALSO
1.8N/0.6P;1.8N;0.6P;2;154;16;0,725;1;22,6;22,6;FALSO;0,725;FALSO
1.8N/0.6P;1.8N;0.6P;2;154;16;0,732;2;15,6;15,6;FALSO;0,732;FALSO
1.8N/0.6P;1.8N;0.6P;2;154;16;0,46;3;17,7;17,7;FALSO;0,46;FALSO
1.8N/0.6P;1.8N;0.6P;2;154;16;0,844;4;20,1;20,1;FALSO;0,844;FALSO
2.5N/0.6P;2.5N;0.6P;2;160;16;0,602;1;17,2;17,2;FALSO;0,602;FALSO
2.5N/0.6P;2.5N;0.6P;2;160;16;0,752;2;27,8;27,8;FALSO;0,752;FALSO
2.5N/0.6P;2.5N;0.6P;2;160;16;0,816;3;21,1;21,1;FALSO;0,816;FALSO
2.5N/0.6P;2.5N;0.6P;2;160;16;0,611;4;19,5;19,5;FALSO;0,611;FALSO
2.5N/0.6P;2.5N;0.6P;2;163;16;0,723;1;7,5;7,5;FALSO;0,723;FALSO
2.5N/0.6P;2.5N;0.6P;2;163;16;0,797;2;7,1;7,1;FALSO;0,797;FALSO
2.5N/0.6P;2.5N;0.6P;2;163;16;0,544;3;11,6;11,6;FALSO;0,544;FALSO
2.5N/0.6P;2.5N;0.6P;2;163;16;0,522;4;19,8;19,8;FALSO;0,522;FALSO
0.0N/1.2P;0.0N;1.2P;2;167;16;0,76;1;11,2;11,2;FALSO;0,76;FALSO
0.0N/1.2P;0.0N;1.2P;2;167;16;0,771;2;10,5;10,5;FALSO;0,771;FALSO
0.0N/1.2P;0.0N;1.2P;2;167;16;0,888;3;14,4;14,4;FALSO;0,888;FALSO
0.0N/1.2P;0.0N;1.2P;2;167;16;0,641;4;11,4;11,4;FALSO;0,7855;VERDADERO
0.0N/1.2P;0.0N;1.2P;2;171;16;0,8;1;5,6;5,6;FALSO;0,8;FALSO
0.0N/1.2P;0.0N;1.2P;2;171;16;0,903;2;10,2;10,2;FALSO;0,903;FALSO
0.0N/1.2P;0.0N;1.2P;2;171;16;0,893;3;9,4;9,4;FALSO;0,893;FALSO
0.0N/1.2P;0.0N;1.2P;2;171;16;0,752;4;10,5;10,5;FALSO;0,752;FALSO
1.1N/1.2P;1.1N;1.2P;2;174;16;0,808;1;29,7;29,7;FALSO;0,808;FALSO
1.1N/1.2P;1.1N;1.2P;2;174;16;0,904;2;25;25;FALSO;0,904;FALSO
1.1N/1.2P;1.1N;1.2P;2;174;16;0,764;3;23,5;23,5;FALSO;0,764;FALSO
1.1N/1.2P;1.1N;1.2P;2;174;16;0,78;4;22,5;22,5;FALSO;0,78;FALSO
1.1N/1.2P;1.1N;1.2P;2;177;16;0,747;1;21,7;21,7;FALSO;0,747;FALSO
1.1N/1.2P;1.1N;1.2P;2;177;16;0,579;2;23,4;23,4;FALSO;0,579;FALSO
1.1N/1.2P;1.1N;1.2P;2;177;16;0,701;3;38;38;FALSO;0,701;FALSO
1.1N/1.2P;1.1N;1.2P;2;177;16;0,878;4;28,5;28,5;FALSO;0,878;FALSO
1.8N/1.2P;1.8N;1.2P;2;182;16;0,662;1;21,6;21,6;FALSO;0,662;FALSO
1.8N/1.2P;1.8N;1.2P;2;182;16;0,793;2;19,9;19,9;FALSO;0,793;FALSO
1.8N/1.2P;1.8N;1.2P;2;182;16;0,694;3;33,7;33,7;FALSO;0,694;FALSO
1.8N/1.2P;1.8N;1.2P;2;182;16;0,815;4;21,5;21,5;FALSO;0,815;FALSO
1.8N/1.2P;1.8N;1.2P;2;185;16;0,669;1;19,7;19,7;FALSO;0,669;FALSO
1.8N/1.2P;1.8N;1.2P;2;185;16;0,391;2;15,8;15,8;FALSO;0,391;FALSO
1.8N/1.2P;1.8N;1.2P;2;185;16;0,838;3;11;11;FALSO;0,838;FALSO
1.8N/1.2P;1.8N;1.2P;2;185;16;0,84;4;4,8;4,8;FALSO;0,84;FALSO
2.5N/1.2P;2.5N;1.2P;2;191;16;0,396;1;16,7;16,7;FALSO;0,735;VERDADERO
2.5N/1.2P;2.5N;1.2P;2;191;16;0,39;2;18,8;18,8;FALSO;0,735;VERDADERO
2.5N/1.2P;2.5N;1.2P;2;191;16;0,68;3;20,2;20,2;FALSO;0,68;FALSO
2.5N/1.2P;2.5N;1.2P;2;191;16;0,818;4;25,4;25,4;FALSO;0,818;FALSO
2.5N/1.2P;2.5N;1.2P;2;195;16;0,673;1;8,7;8,7;FALSO;0,673;FALSO
2.5N/1.2P;2.5N;1.2P;2;195;16;0,633;2;9,6;9,6;FALSO;0,633;FALSO
2.5N/1.2P;2.5N;1.2P;2;195;16;0,418;3;9,2;9,2;FALSO;0,735;VERDADERO
2.5N/1.2P;2.5N;1.2P;2;195;16;0,635;4;8,9;8,9;FALSO;0,635;FALSO
0.0N/0.0P;0.0N;0.0P;3;204;16;0,641;1;8,7;8,7;FALSO;0,641;FALSO
0.0N/0.0P;0.0N;0.0P;3;204;16;0,49;2;9,6;9,6;FALSO;0,777;VERDADERO
0.0N/0.0P;0.0N;0.0P;3;204;16;0,816;3;9,2;9,2;FALSO;0,816;FALSO
0.0N/0.0P;0.0N;0.0P;3;204;16;0,8;4;8,9;8,9;FALSO;0,8;FALSO
0.0N/0.0P;0.0N;0.0P;3;206;16;0,728;1;20,9;20,9;FALSO;0,728;FALSO
0.0N/0.0P;0.0N;0.0P;3;206;16;0,794;2;19,3;19,3;FALSO;0,794;FALSO
0.0N/0.0P;0.0N;0.0P;3;206;16;0,882;3;22,1;22,1;FALSO;0,882;FALSO
0.0N/0.0P;0.0N;0.0P;3;206;16;0,879;4;24,1;24,1;FALSO;0,879;FALSO
1.1N/0.0P;1.1N;0.0P;3;211;16;0,813;1;32,3;32,3;FALSO;0,813;FALSO
1.1N/0.0P;1.1N;0.0P;3;211;16;0,673;2;14,5;14,5;FALSO;0,673;FALSO
1.1N/0.0P;1.1N;0.0P;3;211;16;0,786;3;13,9;13,9;FALSO;0,786;FALSO
1.1N/0.0P;1.1N;0.0P;3;211;16;0,73;4;32;32;FALSO;0,73;FALSO
1.1N/0.0P;1.1N;0.0P;3;213;16;0,574;1;46;46;FALSO;0,749;VERDADERO
1.1N/0.0P;1.1N;0.0P;3;213;16;0,777;2;51,4;51,4;FALSO;0,777;FALSO
1.1N/0.0P;1.1N;0.0P;3;213;16;0,765;3;47,3;47,3;FALSO;0,765;FALSO
1.1N/0.0P;1.1N;0.0P;3;213;16;0,781;4;42;42;FALSO;0,781;FALSO
1.8N/0.0P;1.8N;0.0P;3;219;16;0,719;1;16,5;16,5;FALSO;0,719;FALSO
1.8N/0.0P;1.8N;0.0P;3;219;16;0,623;2;26,2;26,2;FALSO;0,623;FALSO
1.8N/0.0P;1.8N;0.0P;3;219;16;0,8;3;19,5;19,5;FALSO;0,8;FALSO
1.8N/0.0P;1.8N;0.0P;3;219;16;0,589;4;21;21;FALSO;0,589;FALSO
1.8N/0.0P;1.8N;0.0P;3;221;16;0,866;1;21,8;21,8;FALSO;0,866;FALSO
1.8N/0.0P;1.8N;0.0P;3;221;16;0,746;2;17,8;17,8;FALSO;0,746;FALSO
1.8N/0.0P;1.8N;0.0P;3;221;16;0,73;3;10,6;10,6;FALSO;0,73;FALSO
1.8N/0.0P;1.8N;0.0P;3;221;16;0,762;4;17,2;17,2;FALSO;0,762;FALSO
2.5N/0.0P;2.5N;0.0P;3;226;16;0,385;1;21;21;FALSO;0,385;FALSO
2.5N/0.0P;2.5N;0.0P;3;226;16;0,435;2;24,8;24,8;FALSO;0,435;FALSO
2.5N/0.0P;2.5N;0.0P;3;226;16;0,603;3;21,5;21,5;FALSO;0,603;FALSO
2.5N/0.0P;2.5N;0.0P;3;226;16;0,739;4;19,8;19,8;FALSO;0,739;FALSO
2.5N/0.0P;2.5N;0.0P;3;227;16;0,556;1;12;12;FALSO;0,556;FALSO
2.5N/0.0P;2.5N;0.0P;3;227;16;0,463;2;11,3;11,3;FALSO;0,463;FALSO
2.5N/0.0P;2.5N;0.0P;3;227;16;0,704;3;11,3;11,3;FALSO;0,704;FALSO
2.5N/0.0P;2.5N;0.0P;3;227;16;0,637;4;21,5;21,5;FALSO;0,637;FALSO
0.0N/0.6P;0.0N;0.6P;3;235;16;0,832;1;21,4;21,4;FALSO;0,832;FALSO
